GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000180269	16	20042807	20085239	212	32	173005	0.73537	0.23106	GPR139
ENSG00000169347	16	20320894	20339130	65	16	173005	1.9771	0.024013	GP2
ENSG00000169344	16	20344374	20367623	91	16	173005	-0.6346	0.73716	UMOD
ENSG00000169340	16	20370492	20416059	198	33	173005	-0.67104	0.7489	PDILT
ENSG00000183549	16	20420856	20452658	249	18	173005	-0.37699	0.64691	ACSM5
ENSG00000183747	16	20462783	20498991	164	12	173005	-0.07301	0.5291	ACSM2A
ENSG00000267824	16	20499024	20500981	6	3	173005	-0.49041	0.68808	AC137056.1
ENSG00000066813	16	20547548	20587749	203	25	173005	0.13838	0.44497	ACSM2B
ENSG00000005187	16	20621565	20808903	624	32	173005	1.1024	0.13515	ACSM3
ENSG00000166743	16	20634559	20710212	265	26	173005	1.2152	0.11215	ACSM1
ENSG00000066654	16	20744986	20753406	28	8	173005	1.6652	0.047938	THUMPD1
ENSG00000196678	16	20791515	20911671	253	29	173005	1.2408	0.10734	ERI2
ENSG00000005189	16	20817751	20860987	78	21	173005	1.1771	0.11958	AC004381.6
ENSG00000188215	16	20866247	20911706	107	21	173005	1.4801	0.069423	DCUN1D3
ENSG00000102897	16	20911190	20936328	44	11	173005	1.5844	0.056552	LYRM1
ENSG00000158486	16	20944433	21170762	775	50	173005	-0.56671	0.71454	DNAH3
ENSG00000011638	16	21169698	21191937	57	14	173005	-0.272	0.60719	TMEM159
ENSG00000103310	16	21208773	21225831	54	16	173005	1.3818	0.083515	ZP2
ENSG00000175311	16	21244986	21263750	56	21	173005	0.25812	0.39816	ANKS4B
ENSG00000103316	16	21250195	21314404	236	31	173005	0.97566	0.16462	CRYM
ENSG00000197006	16	21608539	21668794	187	24	173005	1.1175	0.13189	METTL9
ENSG00000140749	16	21652609	21663981	27	14	173005	2.5087	0.0060581	IGSF6
ENSG00000155719	16	21689835	21772050	180	34	173005	1.1297	0.1293	OTOA
ENSG00000185864	16	21845890	21892148	2	1	173005	-0.41351	0.66038	NPIPB4
ENSG00000140740	16	21963981	21994981	51	20	173005	0.33693	0.36808	UQCRC2
ENSG00000155714	16	21995186	22012433	28	15	173005	0.85294	0.19685	PDZD9
ENSG00000185716	16	22018959	22098855	146	38	173005	-0.39209	0.6525	C16orf52
ENSG00000175267	16	22103859	22168287	149	43	173005	-0.5723	0.71644	VWA3A
ENSG00000183921	16	22177618	22203075	54	16	173005	-0.49082	0.68822	SDR42E2
ENSG00000103319	16	22217603	22298554	248	44	173005	1.1888	0.11726	EEF2K
ENSG00000058600	16	22308730	22346424	111	16	173005	0.3329	0.36961	POLR3E
ENSG00000140743	16	22357257	22448486	172	25	173005	0.55427	0.2897	CDR2
ENSG00000243716	16	22490442	22547842	1	1	173005	0.80088	0.2116	NPIPB5
ENSG00000122254	16	22825498	22927659	390	65	173005	1.1128	0.13291	HS3ST2
ENSG00000103404	16	23072727	23160591	355	28	173005	-0.18346	0.57278	USP31
ENSG00000166828	16	23194036	23228204	171	24	173005	0.16307	0.43523	SCNN1G
ENSG00000168447	16	23289552	23392620	409	64	173005	-0.44009	0.67007	SCNN1B
ENSG00000168434	16	23399814	23464501	157	22	173005	-0.59457	0.72393	COG7
ENSG00000103365	16	23474863	23533316	172	24	173005	-0.60903	0.72875	GGA2
ENSG00000103356	16	23533335	23569052	143	17	173005	-0.83298	0.79757	EARS2
ENSG00000103353	16	23568392	23585710	62	10	173005	-0.36932	0.64405	UBFD1
ENSG00000004779	16	23592323	23607677	71	12	173005	-0.44993	0.67362	NDUFAB1
ENSG00000083093	16	23614488	23652631	133	13	173005	-0.83554	0.79829	PALB2
ENSG00000166847	16	23652713	23681195	113	12	173005	0.60094	0.27394	DCTN5
ENSG00000166851	16	23688977	23701688	53	10	173005	0.48005	0.3156	PLK1
ENSG00000134398	16	23701647	23724821	67	22	173005	1.1733	0.12034	ERN2
ENSG00000166869	16	23765948	23770272	8	5	173005	0.10038	0.46002	CHP2
ENSG00000166501	16	23847322	24231932	1660	138	173005	1.345	0.089317	PRKCB
ENSG00000006116	16	24266874	24374122	500	89	173005	1.112	0.13306	CACNG3
ENSG00000122257	16	24549014	24584184	115	15	173005	-0.70029	0.75813	RBBP6
ENSG00000090905	16	24741016	24838953	298	30	173005	0.88679	0.1876	TNRC6A
ENSG00000158865	16	24857162	24922949	281	38	173005	0.72556	0.23405	SLC5A11
ENSG00000140750	16	24930706	25026987	321	36	173005	-0.10102	0.54023	ARHGAP17
ENSG00000205629	16	25123050	25189552	167	18	173005	-1.3816	0.91645	LCMT1
ENSG00000103375	16	25227052	25240261	75	8	173005	-0.63511	0.73732	AQP8
ENSG00000155592	16	25247322	25269252	64	12	173005	0.045625	0.4818	ZKSCAN2
ENSG00000182601	16	25703347	26149009	2162	202	173005	0.34345	0.36563	HS3ST4
ENSG00000155666	16	27214807	27233089	48	15	173005	0.93883	0.17391	KDM8
ENSG00000169189	16	27236312	27280115	153	24	173005	-1.3377	0.9095	NSMCE1
ENSG00000245888	16	27279526	27301813	66	16	173005	-0.63315	0.73668	CTD-3203P2.2
ENSG00000077238	16	27324989	27376099	223	35	173005	-0.70427	0.75937	IL4R
ENSG00000103522	16	27413483	27462115	222	51	173005	-0.029913	0.51193	IL21R
ENSG00000077235	16	27470876	27561234	191	32	173005	2.4475	0.0071916	GTF3C1
ENSG00000047578	16	27561454	27791690	505	39	173005	2.5738	0.0050292	KIAA0556
ENSG00000169181	16	27798850	28074830	1222	135	173005	0.26074	0.39715	GSG1L
ENSG00000169180	16	28109300	28223241	351	20	173005	-0.047083	0.51878	XPO6
ENSG00000188322	16	28303840	28335170	81	22	173005	-0.32111	0.62594	SBK1
ENSG00000198156	16	28353876	28374829	5	1	173005	-0.67756	0.75097	NPIPB6
ENSG00000205609	16	28390900	28415200	2	1	173005	-1.1106	0.86664	EIF3CL
ENSG00000261832	16	28477974	28503333	44	11	173005	0.56709	0.28533	CLN3
ENSG00000188603	16	28477983	28506896	52	13	173005	0.79499	0.21331	CLN3
ENSG00000184730	16	28505970	28510291	16	6	173005	0.3996	0.34472	APOBR
ENSG00000197272	16	28510683	28523372	28	6	173005	-0.78016	0.78235	IL27
ENSG00000176046	16	28548606	28550495	10	4	173005	-1.3168	0.90605	NUPR1
ENSG00000176476	16	28565236	28603111	138	21	173005	-0.05675	0.52263	CCDC101
ENSG00000197165	16	28603264	28608430	37	11	173005	-0.15786	0.56272	SULT1A2
ENSG00000196502	16	28616903	28634946	96	10	173005	-0.025218	0.51006	SULT1A1
ENSG00000255524	16	28648975	28670003	23	5	173005	0.017607	0.49298	NPIPB8
ENSG00000184110	16	28699879	28747051	7	4	173005	-0.51655	0.69726	EIF3C
ENSG00000196993	16	28763108	28784128	2	1	173005	0.25531	0.39924	NPIPB9
ENSG00000168488	16	28834356	28848558	42	7	173005	-0.93884	0.82609	ATXN2L
ENSG00000178952	16	28853732	28857729	11	4	173005	0.35508	0.36127	TUFM
ENSG00000178188	16	28857921	28885526	83	10	173005	-0.39401	0.65321	SH2B1
ENSG00000196296	16	28889726	28915830	67	18	173005	-0.69358	0.75603	ATP2A1
ENSG00000177548	16	28915742	28947847	76	26	173005	-0.33563	0.63142	RABEP2
ENSG00000177455	16	28943260	28950667	12	7	173005	-0.65143	0.74262	CD19
ENSG00000176953	16	28962128	28978418	36	12	173005	-0.48568	0.6864	NFATC2IP
ENSG00000169682	16	28985542	28995869	30	11	173005	0.20635	0.41826	SPNS1
ENSG00000213658	16	28996147	29002104	16	8	173005	0.0564	0.47751	LAT
ENSG00000196796	16	29049923	29064047	8	2	173005	-0.25499	0.60063	CTB-134H23.2
ENSG00000254206	16	29392675	29415350	29	7	173005	0.51159	0.30447	NPIPB11
ENSG00000197471	16	29674300	29682187	22	9	173005	-0.26179	0.60326	SPN
ENSG00000103485	16	29674600	29710020	86	25	173005	-1.8625	0.96874	QPRT
ENSG00000185905	16	29753784	29757327	10	3	173005	-0.81982	0.79384	C16orf54
ENSG00000174992	16	29789561	29793096	15	2	173005	0.4566	0.32398	ZG16
ENSG00000079616	16	29802040	29816706	14	10	173005	-0.012853	0.50513	KIF22
ENSG00000103495	16	29817427	29823649	11	8	173005	-1.7401	0.95908	MAZ
ENSG00000167371	16	29823177	29827201	7	4	173005	-0.23657	0.59351	PRRT2
ENSG00000185928	16	29827285	29841948	33	9	173005	0.49239	0.31122	PAGR1
ENSG00000263136	16	29827832	29831438	6	2	173005	0.89854	0.18445	PAGR1
ENSG00000013364	16	29831715	29859355	61	11	173005	0.61373	0.2697	MVP
ENSG00000103502	16	29869678	29875057	9	5	173005	1.1672	0.12157	CDIPT
ENSG00000174938	16	29882480	29910868	65	16	173005	-0.40302	0.65653	SEZ6L2
ENSG00000174939	16	29911696	29931185	36	14	173005	0.64736	0.2587	ASPHD1
ENSG00000174943	16	29916333	29938356	47	10	173005	1.04	0.14916	KCTD13
ENSG00000149932	16	29952206	29984373	65	10	173005	2.0553	0.019925	TMEM219
ENSG00000149930	16	29984962	30003582	33	7	173005	1.9769	0.024025	TAOK2
ENSG00000149929	16	30003645	30007757	10	7	173005	0.71064	0.23865	HIRIP3
ENSG00000169592	16	30006615	30017114	39	10	173005	1.3271	0.092245	INO80E
ENSG00000149927	16	30016830	30034591	42	7	173005	1.1477	0.12554	DOC2A
ENSG00000167194	16	30034655	30039057	12	6	173005	0.44525	0.32807	C16orf92
ENSG00000149926	16	30035748	30064299	78	17	173005	0.42459	0.33557	FAM57B
ENSG00000149925	16	30064411	30081778	27	15	173005	0.71652	0.23683	ALDOA
ENSG00000149923	16	30087299	30096698	24	11	173005	0.48562	0.31362	PPP4C
ENSG00000149922	16	30097114	30103208	16	9	173005	0.38111	0.35156	TBX6
ENSG00000090238	16	30103635	30108236	10	5	173005	0.25944	0.39765	YPEL3
ENSG00000102886	16	30116131	30125177	24	11	173005	-0.33194	0.63003	GDPD3
ENSG00000102882	16	30125426	30134827	22	11	173005	-0.18878	0.57487	MAPK3
ENSG00000102879	16	30194148	30200397	14	9	173005	-0.46809	0.68014	CORO1A
ENSG00000169217	16	30362087	30366682	11	6	173005	-0.72253	0.76502	CD2BP2
ENSG00000169221	16	30368423	30381585	23	10	173005	-0.37946	0.64783	TBC1D10B
ENSG00000180209	16	30382255	30389312	12	5	173005	-1.632	0.94866	MYLPF
ENSG00000180035	16	30389427	30411429	64	18	173005	-1.5331	0.93737	ZNF48
ENSG00000180096	16	30389454	30407312	54	17	173005	-1.2331	0.89124	SEPT1
ENSG00000270466	16	30389755	30393863	10	4	173005	-0.085705	0.53415	SEPT1
ENSG00000179965	16	30418618	30440920	33	13	173005	0.36487	0.35761	ZNF771
ENSG00000179958	16	30434940	30441396	8	5	173005	0.12153	0.45163	DCTPP1
ENSG00000179918	16	30454952	30457502	4	2	173005	1.0783	0.14046	SEPHS2
ENSG00000005844	16	30483979	30534506	132	35	173005	-0.50018	0.69152	ITGAL
ENSG00000169957	16	30535325	30538142	4	2	173005	-0.46637	0.67953	ZNF768
ENSG00000261459	16	30537244	30546173	12	8	173005	0.3199	0.37452	ZNF747
ENSG00000169955	16	30537244	30546668	16	10	173005	0.28056	0.38952	ZNF747
ENSG00000260869	16	30545548	30569600	56	25	173005	-0.42257	0.66369	AC002310.13
ENSG00000169951	16	30565085	30569819	10	7	173005	-0.12754	0.55074	ZNF764
ENSG00000229809	16	30580667	30584055	3	2	173005	-0.66722	0.74768	ZNF688
ENSG00000197162	16	30585061	30597092	22	10	173005	0.022597	0.49099	ZNF785
ENSG00000156853	16	30613879	30635333	35	14	173005	-1.9412	0.97388	ZNF689
ENSG00000156858	16	30662038	30667761	5	3	173005	0.072478	0.47111	PRR14
ENSG00000156860	16	30669752	30682135	26	14	173005	-0.92406	0.82227	FBRS
ENSG00000080603	16	30709530	30755602	74	33	173005	-1.9109	0.97199	SRCAP
ENSG00000156873	16	30759591	30772490	18	13	173005	-1.0694	0.85756	PHKG2
ENSG00000196118	16	30768744	30774031	10	7	173005	-1.6492	0.95045	C16orf93
ENSG00000103549	16	30773066	30787628	26	14	173005	1.6222	0.052384	RNF40
ENSG00000102870	16	30789778	30798523	7	5	173005	-0.27411	0.608	ZNF629
ENSG00000099385	16	30844947	30906281	125	25	173005	-0.18159	0.57205	BCL7C
ENSG00000150281	16	30907928	30914881	11	5	173005	-0.62197	0.73302	CTF1
ENSG00000099364	16	30934376	30960104	36	6	173005	0.82687	0.20416	FBXL19
ENSG00000175938	16	30960387	30967782	10	6	173005	-0.69577	0.75671	ORAI3
ENSG00000099381	16	30968615	30996437	59	14	173005	-0.2807	0.61053	SETD1A
ENSG00000099377	16	30996519	31000473	14	7	173005	-0.4086	0.65858	HSD3B7
ENSG00000268863	16	30996808	30997533	2	1	173005	-0.57873	0.71861	AC135048.1
ENSG00000099365	16	31000577	31021949	59	16	173005	-0.12607	0.55016	STX1B
ENSG00000103496	16	31044210	31054296	25	7	173005	0.042696	0.48297	STX4
ENSG00000167394	16	31072164	31085641	30	8	173005	-0.027749	0.51107	ZNF668
ENSG00000232748	16	31072813	31073451	2	1	173005	-1.429	0.9235	ZNF668
ENSG00000167395	16	31085743	31095517	26	9	173005	0.22465	0.41112	ZNF646
ENSG00000151006	16	31094746	31100949	17	5	173005	0.24578	0.40293	PRSS53
ENSG00000255439	16	31094760	31106277	29	8	173005	0.27391	0.39208	RP11-196G11.1
ENSG00000167397	16	31102163	31107301	14	6	173005	-0.37225	0.64515	VKORC1
ENSG00000103507	16	31117428	31124110	13	6	173005	0.41511	0.33903	BCKDK
ENSG00000103510	16	31127075	31142714	46	12	173005	-0.69074	0.75514	KAT8
ENSG00000052344	16	31142756	31147083	8	5	173005	0.39951	0.34476	PRSS8
ENSG00000178226	16	31150246	31161415	20	10	173005	1.5904	0.055871	PRSS36
ENSG00000089280	16	31191431	31203127	27	11	173005	2.1932	0.014147	FUS
ENSG00000103490	16	31212806	31214771	3	2	173005	1.5495	0.060637	PYCARD
ENSG00000261359	16	31213206	31214773	2	1	173005	1.9595	0.025029	C16orf98
ENSG00000177238	16	31225342	31236510	22	8	173005	1.1649	0.12202	TRIM72
ENSG00000169900	16	31227283	31228680	3	2	173005	-0.13164	0.55236	PYDC1
ENSG00000169896	16	31271311	31344213	215	19	173005	1.187	0.11762	ITGAM
ENSG00000140678	16	31366455	31394318	61	21	173005	1.117	0.13199	ITGAX
ENSG00000156886	16	31404633	31437826	77	20	173005	0.079503	0.46832	ITGAD
ENSG00000156885	16	31439052	31439967	5	2	173005	0.15943	0.43667	COX6A2
ENSG00000176723	16	31445569	31454346	24	10	173005	0.46373	0.32142	ZNF843
ENSG00000140691	16	31469401	31478487	29	9	173005	-0.64507	0.74056	ARMC5
ENSG00000140682	16	31482906	31489281	15	9	173005	0.99657	0.15949	TGFB1I1
ENSG00000140675	16	31494323	31502181	17	10	173005	0.79366	0.2137	SLC5A2
ENSG00000140688	16	31500792	31520630	34	15	173005	-0.34987	0.63678	C16orf58
ENSG00000169877	16	31539185	31540124	7	4	173005	-0.46144	0.67776	AHSP
ENSG00000197302	16	31724550	31806190	285	24	173005	-0.33825	0.63241	ZNF720
ENSG00000185947	16	31885079	31928668	111	22	173005	-0.11117	0.54426	ZNF267
ENSG00000205456	16	32264040	32267240	2	1	173005	-0.39817	0.65475	TP53TG3D
ENSG00000205457	16	33204156	33264727	1	1	173005	1.481	0.0693	TP53TG3C
ENSG00000259680	16	33647044	33647696	2	1	173005	0.65969	0.25473	RP11-812E19.9
ENSG00000179755	16	34256507	34257278	2	1	173005	0.51263	0.3041	CTD-2144E22.5
ENSG00000171241	16	46614466	46655538	73	41	173005	2.6105	0.0045205	SHCBP1
ENSG00000069329	16	46690054	46723430	56	23	173005	1.6651	0.047948	VPS35
ENSG00000091651	16	46723555	46732306	14	8	173005	0.64087	0.2608	ORC6
ENSG00000140795	16	46740891	46824319	143	40	173005	1.5558	0.059876	MYLK3
ENSG00000155330	16	46830519	46865323	52	17	173005	1.7602	0.039184	C16orf87
ENSG00000166123	16	46918290	46965209	98	38	173005	1.2087	0.1134	GPT2
ENSG00000069345	16	46989299	47007699	29	16	173005	0.54233	0.2938	DNAJA2
ENSG00000171208	16	47111614	47177908	113	27	173005	0.51741	0.30243	NETO2
ENSG00000129636	16	47188298	47498060	572	44	173005	1.1242	0.13045	ITFG1
ENSG00000102893	16	47495034	47735434	378	40	173005	0.98365	0.16264	PHKB
ENSG00000140798	16	48116884	48189929	123	34	173005	-0.46626	0.67949	ABCC12
ENSG00000121270	16	48200821	48281479	308	22	173005	0.33461	0.36896	ABCC11
ENSG00000102910	16	48278207	48397033	213	29	173005	-0.091335	0.53639	LONP2
ENSG00000196470	16	48390275	48482313	217	43	173005	0.23697	0.40634	SIAH1
ENSG00000102921	16	48572637	48654059	225	17	173005	0.87861	0.18981	N4BP1
ENSG00000102924	16	49311828	49315742	15	7	173005	0.90902	0.18167	CBLN1
ENSG00000166152	16	49407734	49433342	120	20	173005	1.3882	0.082539	C16orf78
ENSG00000102935	16	49521435	49891830	1411	146	173005	2.3762	0.0087469	ZNF423
ENSG00000205423	16	50058321	50070999	36	7	173005	0.29476	0.38409	CNEP1R1
ENSG00000155393	16	50099852	50140298	139	16	173005	1.1167	0.13205	HEATR3
ENSG00000121274	16	50186829	50269221	226	32	173005	1.188	0.11742	PAPD5
ENSG00000121281	16	50280048	50352046	235	48	173005	0.24356	0.40378	ADCY7
ENSG00000166164	16	50347398	50402845	157	22	173005	0.073748	0.47061	BRD7
ENSG00000140807	16	50582241	50670647	218	48	173005	-0.53992	0.70538	NKD1
ENSG00000167208	16	50700211	50715264	52	18	173005	-0.62659	0.73454	SNX20
ENSG00000167207	16	50727514	50766988	125	26	173005	-0.12202	0.54856	NOD2
ENSG00000083799	16	50775961	50835846	162	30	173005	0.83193	0.20272	CYLD
ENSG00000103449	16	51169886	51185278	27	13	173005	2.392	0.0083793	SALL1
ENSG00000261190	16	52039399	52112386	299	44	173005	-1.3199	0.90656	C16orf97
ENSG00000103460	16	52471917	52581714	355	61	173005	0.67325	0.25039	TOX3
ENSG00000177200	16	53088945	53363062	827	32	173005	-1.9815	0.97623	CHD9
ENSG00000103479	16	53467889	53525561	166	19	173005	-0.30656	0.62041	RBL2
ENSG00000166971	16	53524952	53538323	32	11	173005	0.49478	0.31038	AKTIP
ENSG00000103494	16	53631595	53737850	352	31	173005	1.3187	0.093627	RPGRIP1L
ENSG00000140718	16	53737875	54155853	1737	158	173005	1.8167	0.034628	FTO
ENSG00000259517	16	54279456	54304658	123	14	173005	-0.3027	0.61894	RP11-324D17.1
ENSG00000177508	16	54317216	54320675	5	3	173005	-0.44629	0.67231	IRX3
ENSG00000176842	16	54964774	54968397	9	3	173005	0.19047	0.42447	IRX5
ENSG00000159387	16	55357672	55364672	45	9	173005	1.1767	0.11966	IRX6
ENSG00000087245	16	55423612	55540603	742	68	173005	-0.26851	0.60585	MMP2
ENSG00000087253	16	55542910	55620582	283	22	173005	0.87059	0.19199	LPCAT2
ENSG00000256812	16	55600584	55601599	4	2	173005	-1.8377	0.96695	CAPNS2
ENSG00000103546	16	55689516	55740104	227	49	173005	0.21035	0.4167	SLC6A2
ENSG00000198848	16	55836763	55867249	141	24	173005	0.48157	0.31505	CES1
ENSG00000159398	16	55880066	55989943	439	53	173005	-1.3012	0.90341	CES5A
ENSG00000087258	16	56225302	56391356	607	66	173005	0.71921	0.23601	GNAO1
ENSG00000159461	16	56395364	56459450	243	24	173005	1.0833	0.13933	AMFR
ENSG00000167005	16	56463045	56486111	59	18	173005	0.046325	0.48153	NUDT21
ENSG00000087263	16	56485402	56513012	86	16	173005	0.23048	0.40886	OGFOD1
ENSG00000125124	16	56500748	56554195	149	22	173005	0.51196	0.30434	BBS2
ENSG00000102891	16	56598961	56602869	18	7	173005	0.52984	0.29811	MT4
ENSG00000087250	16	56622986	56625000	10	5	173005	-0.94581	0.82788	MT3
ENSG00000125148	16	56642111	56643409	6	3	173005	-0.96893	0.83371	MT2A
ENSG00000169715	16	56659387	56661024	9	5	173005	0.13349	0.4469	MT1E
ENSG00000268317	16	56662971	56666150	12	6	173005	-0.033917	0.51353	AC026461.1
ENSG00000205364	16	56666145	56667898	11	4	173005	-0.51489	0.69669	MT1M
ENSG00000205362	16	56672578	56673999	9	2	173005	-0.85457	0.80361	MT1A
ENSG00000169688	16	56685811	56687116	15	4	173005	0.16038	0.43629	MT1B
ENSG00000198417	16	56691606	56694610	11	6	173005	0.22553	0.41078	MT1F
ENSG00000125144	16	56700643	56701977	13	6	173005	0.17654	0.42994	MT1G
ENSG00000205358	16	56703726	56705041	7	4	173005	0.32179	0.37381	MT1H
ENSG00000187193	16	56716336	56718108	13	5	173005	1.2903	0.098481	MT1X
ENSG00000102900	16	56764017	56878797	363	43	173005	0.48756	0.31293	NUP93
ENSG00000070915	16	56899119	56949762	302	44	173005	-1.172	0.8794	SLC12A3
ENSG00000051108	16	56965960	56977798	38	8	173005	-1.6563	0.95117	HERPUD1
ENSG00000087237	16	56995762	57017757	139	34	173005	0.36475	0.35765	CETP
ENSG00000140853	16	57023397	57117443	522	79	173005	0.30556	0.37997	NLRC5
ENSG00000140848	16	57126449	57181878	265	45	173005	1.1167	0.13206	CPNE2
ENSG00000172775	16	57186378	57220028	61	15	173005	0.20216	0.4199	FAM192A
ENSG00000159579	16	57220049	57274387	140	24	173005	1.6329	0.051248	RSPRY1
ENSG00000102931	16	57279010	57287516	20	7	173005	0.89851	0.18446	ARL2BP
ENSG00000102934	16	57290004	57318599	121	21	173005	0.7404	0.22953	PLLP
ENSG00000102962	16	57392684	57400102	43	15	173005	0.69803	0.24258	CCL22
ENSG00000006210	16	57406370	57418960	54	16	173005	1.7818	0.03739	CX3CL1
ENSG00000102970	16	57438679	57449974	49	13	173005	1.3063	0.09572	CCL17
ENSG00000005194	16	57462081	57481440	82	19	173005	0.92908	0.17642	CIAPIN1
ENSG00000088682	16	57481337	57495187	40	15	173005	0.97108	0.16576	COQ9
ENSG00000102978	16	57496299	57505922	32	12	173005	0.96044	0.16842	POLR2C
ENSG00000125170	16	57505863	57521239	57	17	173005	0.2586	0.39797	DOK4
ENSG00000135736	16	57546090	57570511	114	25	173005	0.87979	0.18949	CCDC102A
ENSG00000159618	16	57576333	57625593	225	31	173005	0.4247	0.33553	GPR114
ENSG00000205336	16	57644564	57698944	334	66	173005	-1.7996	0.96404	GPR56
ENSG00000182885	16	57702099	57723975	142	36	173005	-0.96525	0.83279	GPR97
ENSG00000159625	16	57728705	57765717	145	26	173005	-0.47386	0.6822	CCDC135
ENSG00000140854	16	57769642	57791162	100	24	173005	-2.3366	0.99027	KATNB1
ENSG00000140859	16	57792129	57896957	459	59	173005	-0.55921	0.71199	KIFC3
ENSG00000187185	16	57832098	57850850	55	17	173005	-0.8671	0.80706	CTD-2600O9.1
ENSG00000070729	16	57917503	58005020	419	76	173005	0.79836	0.21233	CNGB1
ENSG00000159648	16	58010339	58022020	50	12	173005	1.1749	0.12001	TEPP
ENSG00000166188	16	58028572	58034357	14	5	173005	0.82648	0.20427	ZNF319
ENSG00000103005	16	58033450	58055522	56	12	173005	0.45127	0.3259	USB1
ENSG00000102996	16	58059470	58080805	60	21	173005	1.0064	0.15711	MMP15
ENSG00000070761	16	58147496	58163354	52	9	173005	-1.1686	0.87872	C16orf80
ENSG00000070770	16	58191811	58231824	159	18	173005	-0.1391	0.55531	CSNK2A2
ENSG00000103021	16	58265061	58317740	278	27	173005	-0.00096788	0.50039	CCDC113
ENSG00000103023	16	58313901	58328951	93	9	173005	0.33045	0.37053	PRSS54
ENSG00000181938	16	58328984	58440048	520	54	173005	1.7514	0.039937	GINS3
ENSG00000103034	16	58496750	58547532	193	59	173005	-0.11122	0.54428	NDRG4
ENSG00000103037	16	58549383	58554431	18	6	173005	-1.8009	0.96414	SETD6
ENSG00000125107	16	58553855	58663790	426	24	173005	-0.65921	0.74512	CNOT1
ENSG00000103042	16	58699013	58719008	102	20	173005	0.17211	0.43168	SLC38A7
ENSG00000125166	16	58741035	58768261	135	20	173005	-0.9676	0.83338	GOT2
ENSG00000260240	16	59743897	59788752	171	34	173005	-0.5886	0.72193	RP11-105C20.2
ENSG00000150394	16	61681146	62070939	1331	91	173005	2.5521	0.0053542	CDH8
ENSG00000140937	16	64977656	65160015	643	52	173005	0.57311	0.28328	CDH11
ENSG00000179776	16	66400533	66438686	147	29	173005	-0.72514	0.76582	CDH5
ENSG00000166546	16	66461200	66527432	201	42	173005	-1.476	0.93003	BEAN1
ENSG00000260851	16	66503715	66551215	113	21	173005	-0.64347	0.74004	RP11-403P17.5
ENSG00000247270	16	66516775	66519747	5	2	173005	-1.5478	0.93916	AC132186.1
ENSG00000166548	16	66541906	66586447	135	14	173005	-1.0309	0.84872	TK2
ENSG00000217555	16	66586466	66600154	38	8	173005	-0.3817	0.64866	CKLF
ENSG00000254788	16	66586490	66613038	71	10	173005	-0.45554	0.67564	CKLF-CMTM1
ENSG00000089505	16	66600294	66613040	33	6	173005	-0.51632	0.69718	CMTM1
ENSG00000140932	16	66613351	66622178	35	10	173005	-0.68486	0.75328	CMTM2
ENSG00000140931	16	66637777	66647795	34	9	173005	-1.3256	0.90751	CMTM3
ENSG00000183723	16	66648653	66730610	238	21	173005	-1.0158	0.84513	CMTM4
ENSG00000135720	16	66754796	66785701	93	13	173005	-1.834	0.96667	DYNC1LI2
ENSG00000249961	16	66788879	66835523	124	15	173005	-0.4451	0.67188	CCDC79
ENSG00000159593	16	66836778	66907159	211	30	173005	-1.2336	0.89132	NAE1
ENSG00000168748	16	66878282	66888056	26	9	173005	-0.87761	0.80992	CA7
ENSG00000172840	16	66912492	66929657	58	17	173005	-1.4138	0.92128	PDP2
ENSG00000166589	16	66942025	66952887	29	12	173005	-0.066397	0.52647	CDH16
ENSG00000166592	16	66955582	66959547	8	4	173005	0.32133	0.37398	RRAD
ENSG00000166595	16	66965959	66968326	8	5	173005	-0.94693	0.82816	FAM96B
ENSG00000172831	16	66968347	66978999	24	11	173005	-1.114	0.86737	CES2
ENSG00000172828	16	66995140	67009051	33	12	173005	-1.0674	0.85711	CES3
ENSG00000172824	16	67022492	67043661	39	14	173005	0.4438	0.32859	CES4A
ENSG00000067955	16	67063019	67134961	152	26	173005	1.2398	0.10753	CBFB
ENSG00000125149	16	67143861	67182442	69	25	173005	0.36552	0.35736	C16orf70
ENSG00000237172	16	67182008	67185117	3	2	173005	-0.5834	0.72019	B3GNT9
ENSG00000102871	16	67188083	67194201	9	5	173005	0.44066	0.32973	TRADD
ENSG00000135722	16	67193834	67198473	7	5	173005	0.72903	0.23299	FBXL8
ENSG00000265690	16	67197288	67199718	3	2	173005	1.9763	0.024061	RP11-5A19.5
ENSG00000102878	16	67197288	67203848	7	5	173005	1.4128	0.078854	HSF4
ENSG00000140939	16	67204057	67209643	11	6	173005	1.9969	0.022915	NOL3
ENSG00000196123	16	67209505	67217943	16	8	173005	0.74386	0.22848	KIAA0895L
ENSG00000179044	16	67218269	67224107	17	8	173005	-0.15655	0.5622	EXOC3L1
ENSG00000205250	16	67226072	67232821	16	7	173005	-0.46146	0.67777	E2F4
ENSG00000102890	16	67233014	67237932	17	6	173005	0.88597	0.18782	ELMO3
ENSG00000125122	16	67241042	67260951	41	12	173005	0.79018	0.21471	LRRC29
ENSG00000237102	16	67244251	67260930	31	12	173005	0.98679	0.16187	AC040160.1
ENSG00000168701	16	67261006	67263181	2	1	173005	0.17452	0.43073	TMEM208
ENSG00000135723	16	67263290	67281561	34	13	173005	0.13358	0.44687	FHOD1
ENSG00000135740	16	67271586	67306093	61	19	173005	0.30383	0.38063	SLC9A5
